participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.treatment,session.config.participation_fee,session.config.real_world_currency_per_point,consent_start.1.player.id_in_group,consent_start.1.player.payoff,consent_start.1.group.id_in_subsession,consent_start.1.subsession.round_number,ultimatum_t1.1.player.id_in_group,ultimatum_t1.1.player.valid_code,ultimatum_t1.1.player.payoff,ultimatum_t1.1.group.id_in_subsession,ultimatum_t1.1.group.amount_offered,ultimatum_t1.1.group.offer_accepted,ultimatum_t1.1.subsession.round_number,consent_start2_copy.1.player.id_in_group,consent_start2_copy.1.player.payoff,consent_start2_copy.1.group.id_in_subsession,consent_start2_copy.1.subsession.round_number,ultimatum_windfall_vignette.1.player.id_in_group,ultimatum_windfall_vignette.1.player.valid_code,ultimatum_windfall_vignette.1.player.payoff,ultimatum_windfall_vignette.1.group.id_in_subsession,ultimatum_windfall_vignette.1.group.amount_offered,ultimatum_windfall_vignette.1.group.offer_accepted,ultimatum_windfall_vignette.1.subsession.round_number
47,gfd22tcy,,0,8,9,ultimatum_t1,1,Results,10.63.211.204,2017-08-18 01:04:34.149139+00:00,0,1,A1YC558J4E5KZ,3EICBYG645B4SRN46LW6UR28RQ2CJT,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,47,0.00,1,1,2,,0.00,42,0.50,0,1,,,,,,,,,,,
48,6s4c2dmh,,0,10,9,ultimatum_t1,1,Validation,10.138.121.5,2017-08-18 01:06:55.897111+00:00,0,1,A8DQMHN64SZOX,3DPNQGW4LMUP9SVITNWZ2PLFD71644,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,48,0.00,1,1,2,8052,0.50,23,0.50,1,1,,,,,,,,,,,
49,gcs3j3wt,,0,10,9,ultimatum_t1,1,Validation,10.230.176.210,2017-08-18 01:07:08.834963+00:00,0,1,A2HNMVLSQ0X86S,333U7HK6IAUEXJTI6HRHEXKQCQEJD0,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,49,0.00,1,1,1,351733,0.50,23,0.50,1,1,,,,,,,,,,,
50,vswaue3q,,0,10,9,ultimatum_t1,1,Validation,10.178.162.66,2017-08-18 01:12:50.443611+00:00,0,1,A1CT5GSRBEQZA3,3WSELTNVR4HADFMBY1EJQ2ZTPP9ATV,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,50,0.00,1,1,1,8116627,0.50,24,0.50,1,1,,,,,,,,,,,
51,zakoqcit,,0,10,9,ultimatum_t1,1,Validation,10.150.135.91,2017-08-18 01:13:05.102930+00:00,0,1,A29HDBGSELFSUY,3BF51CHDTWPO7TXY6501NDKS5920HK,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,51,0.00,1,1,1,1278436,0.50,25,0.50,1,1,,,,,,,,,,,
52,qubpq5lf,,0,8,9,ultimatum_t1,1,Results,10.186.81.42,2017-08-18 01:13:19.874323+00:00,0,1,A3UPAXLDS67HKJ,3SEPORI8WOE6ZRVA4T31CQ0AALVAZB,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,52,0.00,1,1,2,,0.00,43,0.00,0,1,,,,,,,,,,,
53,1g1t01ti,,0,10,9,ultimatum_t1,1,Validation,10.138.121.5,2017-08-18 01:16:20.823954+00:00,0,1,AVHJ2SNIMGZ91,3ZSY5X72NYQMZ43K4VE6RIIGQLGORV,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,53,0.00,1,1,2,9930382,0.50,24,0.50,1,1,,,,,,,,,,,
54,jvbcdvta,,0,10,9,ultimatum_t1,1,Validation,10.33.230.36,2017-08-18 01:20:02.335224+00:00,0,1,A1207N7QFOFPKB,3YGXWBAF71WEP94J3E92OPDP9TE4CW,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,54,0.00,1,1,2,7849809,0.50,25,0.50,1,1,,,,,,,,,,,
55,2wx1jhyo,,0,10,9,ultimatum_t1,1,Validation,10.30.53.152,2017-08-18 01:20:34.996630+00:00,0,1,A3QNLYEQ6WOG53,3RKNTXVS3NDQWU7LJ0DBIUN19QT4AU,0.25,$0.50,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,55,0.00,1,1,2,8340711,0.25,26,0.25,1,1,,,,,,,,,,,
56,g6xyy41e,,0,10,9,ultimatum_t1,1,Validation,10.186.81.42,2017-08-18 01:20:37.428841+00:00,0,1,A14XOONDRPA4Z,3S4AW7T80CX7SDYPGR21R83C32SL4T,0.75,$1.00,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,56,0.00,1,1,1,2291648,0.75,26,0.25,1,1,,,,,,,,,,,
57,r8ewgenh,,0,8,9,ultimatum_t1,1,Results,10.236.12.50,2017-08-18 01:21:41.812441+00:00,0,1,A15VRRHQCLJHC8,3JAOYWH7VJJ8PJ41XMYS8GESPU69LD,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,57,0.00,1,1,1,,0.00,38,0.20,0,1,,,,,,,,,,,
58,dm2bm6ng,,0,10,9,ultimatum_t1,1,Validation,10.230.176.210,2017-08-18 01:24:07.747856+00:00,0,1,A36L5AJ4CF3WCK,317HQ483I87ROK0PDTKKY1HKDFTNIC,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,58,0.00,1,1,1,6606788,0.50,32,0.50,1,1,,,,,,,,,,,
59,g8uddnpv,,0,10,9,ultimatum_t1,1,Validation,10.71.211.222,2017-08-18 01:25:08.328219+00:00,0,1,A2I9PUZT19ZBO8,3ZDAD0O1T2SM9SU49B6XAAARQAJXTN,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,59,0.00,1,1,1,2872228,0.50,27,0.50,1,1,,,,,,,,,,,
60,r1vwncj7,,0,8,9,ultimatum_t1,1,Results,10.154.148.197,2017-08-18 01:25:17.983331+00:00,0,1,A3LSAOP94U6K97,33OOO72IVI0Y6UJ9IFAAWXPHPSWCT1,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,60,0.00,1,1,1,,0.00,43,0.00,0,1,,,,,,,,,,,
61,kpxpghmf,,0,10,9,ultimatum_t1,1,Validation,10.109.132.249,2017-08-18 01:27:20.752182+00:00,0,1,A3RDR3WLGGNVVV,3GLB5JMZFYA46H3HYB6EHKSAKY0GDW,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,61,0.00,1,1,2,5799185,0.50,27,0.50,1,1,,,,,,,,,,,
62,k13mp1cm,,0,10,9,ultimatum_t1,1,Validation,10.63.231.107,2017-08-18 01:27:22.803028+00:00,0,1,A3U2UNSYDPS933,3MRNMEIQW6LKS9HI923UUCXIGFMDLZ,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,62,0.00,1,1,1,443698,0.00,35,0.00,0,1,,,,,,,,,,,
63,jte66tk4,,0,10,9,ultimatum_t1,1,Validation,10.150.135.91,2017-08-18 01:27:53.132982+00:00,0,1,A1LDP0JIA4IKAQ,3S96KQ6I9NJ8BMPNIB5LG37ZAS8DT2,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,63,0.00,1,1,1,6800029,0.50,28,0.50,1,1,,,,,,,,,,,
64,z75oc04k,,0,10,9,ultimatum_t1,1,Validation,10.45.50.47,2017-08-18 01:29:32.430955+00:00,0,1,A26H6ROXL9JY4O,3ZAK8W07I5TTCF3I64706S9IZH6U0H,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,64,0.00,1,1,2,4844756,0.50,28,0.50,1,1,,,,,,,,,,,
65,sh166xg8,,0,10,9,ultimatum_t1,1,Validation,10.109.135.32,2017-08-18 01:30:22.916543+00:00,0,1,A2KFSZAF4C7A06,3QFUFYSY9ZULSLOTUGZ3WVYS667F4J,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,65,0.00,1,1,2,4176702,0.00,29,0.00,0,1,,,,,,,,,,,
66,l9562p18,,0,8,9,ultimatum_t1,1,Results,10.169.124.243,2017-08-18 01:30:49.540432+00:00,0,1,A32OQMVL7Y17M6,3QY5DC2MXSZK9JI89MQL9ZWM5JVUFL,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,66,0.00,1,1,1,,0.00,30,0.50,0,1,,,,,,,,,,,
67,g9xr5hsr,,0,10,9,ultimatum_t1,1,Validation,10.97.160.245,2017-08-18 01:31:18.519138+00:00,0,1,A2G4O61TYSWYS9,3SLE99ER0OSBI102A73X71KGS3IZBX,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,67,0.00,1,1,1,1999864,0.50,31,0.50,1,1,,,,,,,,,,,
68,n9mst2vq,,0,10,9,ultimatum_t1,1,Validation,10.236.186.89,2017-08-18 01:31:32.460880+00:00,0,1,A192EJRA8LJYMV,37TD41K0AIOXRU6UTF5KMSTVN9ISCS,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,68,0.00,1,1,2,1085305,0.50,31,0.50,1,1,,,,,,,,,,,
69,go0jkvbx,,0,10,9,ultimatum_t1,1,Validation,10.16.227.159,2017-08-18 01:36:13.587031+00:00,0,1,AL5HBAJ3ZCNSD,32KTQ2V7REUSV1MMXYZ78TTHPZY9MH,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,69,0.00,1,1,2,7821350,0.50,32,0.50,1,1,,,,,,,,,,,
70,2xt7w7yp,,0,8,9,ultimatum_t1,1,Results,10.65.88.66,2017-08-18 01:43:24.272555+00:00,0,1,A15WC7PG7FJ3U8,3AMYWKA6YC1TDL50C7B8GNRKUY6O61,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,70,0.00,1,1,1,,0.00,40,0.00,0,1,,,,,,,,,,,
71,sh62t34s,,0,10,9,ultimatum_t1,1,Validation,10.45.73.26,2017-08-18 01:44:07.684791+00:00,0,1,A14UHV6X0JRDK6,3WS1NTTKEZR4TX6SBFC1KS8FPUTF05,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,71,0.00,1,1,1,3598632,0.50,34,0.50,1,1,,,,,,,,,,,
72,1iypciou,,0,3,9,ultimatum_t1,1,WaitToStart,10.63.100.77,2017-08-18 01:44:52.805743+00:00,0,1,A1K78KY8SGVH4J,3ZGVPD4G6UWBENUJATUI7VQ2YAKTZJ,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,72,0.00,1,1,72,,0.00,1,,,1,,,,,,,,,,,
73,m82s3sh7,,0,10,9,ultimatum_t1,1,Validation,10.154.148.197,2017-08-18 01:47:36.702248+00:00,0,1,A3PQYXLTFRM14Z,3LS2AMNW5G5MN3OKRGP6MS8BUZIQO0,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,73,0.00,1,1,2,6903396,0.50,34,0.50,1,1,,,,,,,,,,,
74,zyeinmnw,,0,10,9,ultimatum_t1,1,Validation,10.145.25.250,2017-08-18 01:51:15.732238+00:00,0,1,AT4NY32L3M7HO,3X4MXAO0BH3U4DCMVH5G8CV2TNKRWF,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,74,0.00,1,1,2,3155563,0.00,35,0.00,0,1,,,,,,,,,,,
75,choq8rz5,,0,8,9,ultimatum_t1,1,Results,10.150.135.91,2017-08-18 01:52:17.077815+00:00,0,1,A5ZX7W5SUM0CO,3R3YRB5GRGIPDS10Y64TVYLV83LUAB,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,75,0.00,1,1,1,,0.00,36,0.00,0,1,,,,,,,,,,,
76,c0uu2wr0,,0,10,9,ultimatum_t1,1,Validation,10.164.172.163,2017-08-18 01:54:15.026338+00:00,0,1,AI46QXF9WCXNB,3WETL7AQWUN88SC0OQHB0EF93D1359,0.60,$0.85,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,76,0.00,1,1,1,2232858,0.60,41,0.40,1,1,,,,,,,,,,,
77,g8719r3o,,0,10,9,ultimatum_t1,1,Validation,10.179.109.26,2017-08-18 01:55:53.334006+00:00,0,1,AFC9Q2YBBESIP,3570Y55XZQY74SY8U7TSU52B2NAGYA,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,77,0.00,1,1,2,1177140,0.00,36,0.00,0,1,,,,,,,,,,,
78,3l2f32z6,,0,10,9,ultimatum_t1,1,Validation,10.152.233.4,2017-08-18 01:57:26.700642+00:00,0,1,AAKD9LBVTL96Y,3YT88D1N09DBQBX3VDLH23YR03WK3B,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,78,0.00,1,1,1,2047053,0.00,37,0.45,0,1,,,,,,,,,,,
79,j3bftcx4,,0,10,9,ultimatum_t1,1,Validation,10.69.205.24,2017-08-18 02:02:05.915917+00:00,0,1,A2X3OGOWP394KH,3WT783CTPCWYA8PSITJPW3JVJM1BCH,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,79,0.00,1,1,2,1910242,0.00,37,0.45,0,1,,,,,,,,,,,
80,wccgsdyf,,0,10,9,ultimatum_t1,1,Validation,10.179.16.238,2017-08-18 02:13:24.214554+00:00,0,1,A31EKW6T0B3QBJ,3IRIK4HM3BZS4W8XM22HLNX35LSC6Z,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,80,0.00,1,1,1,3612870,0.50,39,0.50,1,1,,,,,,,,,,,
81,6rn5oxu3,,0,8,9,ultimatum_t1,1,Results,10.154.45.231,2017-08-18 02:13:41.028112+00:00,0,1,A121HFPU2RMP97,3BQU611VFQZDOH3S8PV237NXP1X99Q,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,81,0.00,1,1,2,,0.00,38,0.20,0,1,,,,,,,,,,,
82,ag7o0rbe,,0,10,9,ultimatum_t1,1,Validation,10.138.121.5,2017-08-18 02:14:14.003061+00:00,0,1,A1WNHGZ8S46T3C,3ERMJ6L4DZ7OHIYTI11NUX2BUAG7MB,0.50,$0.75,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,82,0.00,1,1,2,3718066,0.50,39,0.50,1,1,,,,,,,,,,,
83,d1dxq5wm,,0,8,9,ultimatum_t1,1,Results,10.179.86.73,2017-08-18 02:16:49.425538+00:00,0,1,AH7VDAMSH59K3,3GD6L00D3TCA6WJRTLKETNBYROH1M9,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,83,0.00,1,1,2,,0.00,40,0.00,0,1,,,,,,,,,,,
84,wvp9rjg8,,0,10,9,ultimatum_t1,1,Validation,10.81.229.55,2017-08-18 02:22:15.541496+00:00,0,1,A2KDCANVN4H2EK,3LYA37P8IR2GT61GA60NKMW3OVEBKY,0.40,$0.65,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,84,0.00,1,1,2,8209084,0.40,41,0.40,1,1,,,,,,,,,,,
85,92kip9og,,0,10,9,ultimatum_t1,1,Validation,10.169.197.46,2017-08-18 02:26:44.901639+00:00,0,1,AGZ0UNIZG116N,358UUM7WR0IFEYBLN9X4GWWL0XI7R2,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,85,0.00,1,1,1,,0.00,42,0.50,0,1,,,,,,,,,,,
86,22o4e9b7,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,86,0.00,1,1,86,,0.00,1,,,1,,,,,,,,,,,
87,we2rh4cp,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,87,0.00,1,1,87,,0.00,1,,,1,,,,,,,,,,,
88,1ir1iluu,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,88,0.00,1,1,88,,0.00,1,,,1,,,,,,,,,,,
89,76jjv0v9,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,89,0.00,1,1,89,,0.00,1,,,1,,,,,,,,,,,
90,zf87puqd,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,90,0.00,1,1,90,,0.00,1,,,1,,,,,,,,,,,
91,ol2p6r79,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,91,0.00,1,1,91,,0.00,1,,,1,,,,,,,,,,,
92,1jx81g30,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,92,0.00,1,1,92,,0.00,1,,,1,,,,,,,,,,,
93,matfb4ya,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,93,0.00,1,1,93,,0.00,1,,,1,,,,,,,,,,,
94,5nh7tpi3,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,94,0.00,1,1,94,,0.00,1,,,1,,,,,,,,,,,
95,zhp7htmi,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,95,0.00,1,1,95,,0.00,1,,,1,,,,,,,,,,,
96,8ap9ul5j,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,96,0.00,1,1,96,,0.00,1,,,1,,,,,,,,,,,
97,ao3dpak4,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,97,0.00,1,1,97,,0.00,1,,,1,,,,,,,,,,,
98,yhnl2x2o,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,98,0.00,1,1,98,,0.00,1,,,1,,,,,,,,,,,
99,12tn9vll,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,99,0.00,1,1,99,,0.00,1,,,1,,,,,,,,,,,
100,4di7gdsp,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,100,0.00,1,1,100,,0.00,1,,,1,,,,,,,,,,,
101,1eih1c6e,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,101,0.00,1,1,101,,0.00,1,,,1,,,,,,,,,,,
102,xg1y422b,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,102,0.00,1,1,102,,0.00,1,,,1,,,,,,,,,,,
103,x9kohyc4,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,103,0.00,1,1,103,,0.00,1,,,1,,,,,,,,,,,
104,8qu8pzks,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,104,0.00,1,1,104,,0.00,1,,,1,,,,,,,,,,,
105,51p8v2g7,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,105,0.00,1,1,105,,0.00,1,,,1,,,,,,,,,,,
106,xmsdwzg2,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,106,0.00,1,1,106,,0.00,1,,,1,,,,,,,,,,,
107,kiktgdpn,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,107,0.00,1,1,107,,0.00,1,,,1,,,,,,,,,,,
108,qdui3noi,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,108,0.00,1,1,108,,0.00,1,,,1,,,,,,,,,,,
109,ho5zhoq4,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,109,0.00,1,1,109,,0.00,1,,,1,,,,,,,,,,,
110,2vq3b3dy,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,110,0.00,1,1,110,,0.00,1,,,1,,,,,,,,,,,
111,fgs5j7qm,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,direct_response,$0.25,0.01,111,0.00,1,1,111,,0.00,1,,,1,,,,,,,,,,,
