StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q42_2,Q42_3,Q42_4,Q42_5,Q59_1,Q1_1,Q1_2,Q1_3,Q30,Q13,Q7_1,Q7_2,Q8_1,Q8_2,Q54,userid,mTurkCode
2017-08-17 19:17:04,2017-08-17 19:18:48,IP Address,24.59.32.89,100,103,True,2017-08-17 19:18:48,R_31gwIagCDhf0Xwj,,,,,42.617797851562,-76.192596435547,anonymous,EN,0.05,1,0.01,0.05,0.5,42,Fiscal officer,American,Female,$1.00,Strongly agree,Strongly agree,No experience at all,Lower than average,Yes,vswaue3q,8116627
2017-08-17 19:18:30,2017-08-17 19:19:47,IP Address,98.214.43.100,100,76,True,2017-08-17 19:19:47,R_2aIHBA4wHTuNBG5,,,,,39.931503295898,-91.384002685547,anonymous,EN,5,5,4,3,0.5,26,Retail,American,Male,$1.00,Somewhat agree,Strongly agree,Some experience,Some experience,No,yzkjxiqe,8613958
2017-08-17 19:18:30,2017-08-17 19:20:05,IP Address,47.201.181.45,100,94,True,2017-08-17 19:20:07,R_zU6nWtv5BeYCvlL,,,,,27.909805297852,-82.788398742676,anonymous,EN,3,3,3,2,0.5,61,retired,U.S.A.,Male,$1.00,Strongly agree,Strongly agree,Some experience,Some experience,No,11kpg14e,9378694
2017-08-17 19:20:16,2017-08-17 19:21:03,IP Address,98.214.43.100,100,46,True,2017-08-17 19:21:03,R_2anaKfKs3uONlcN,,,,,39.931503295898,-91.384002685547,anonymous,EN,5,4,3,3,0.5,26,retail,american,Male,$1.00,Somewhat agree,Strongly agree,Some experience,Some experience,No,yzkjxiqe,9852344
2017-08-17 19:21:30,2017-08-17 19:23:07,IP Address,162.196.222.240,100,96,True,2017-08-17 19:23:07,R_1rHO4BOC9kSnGEs,,,,,40.10090637207,-83.014099121094,anonymous,EN,2,3,0.5,0.5,0.5,36,Office manager,American,Male,$1.00,Somewhat agree,Strongly agree,Lower than average,Some experience,No,jvbcdvta,7849809
2017-08-17 19:21:30,2017-08-17 19:23:18,IP Address,207.119.4.32,100,107,True,2017-08-17 19:23:18,R_cTi9beVZDHhOuHf,,,,,29.872894287109,-98.013999938965,anonymous,EN,1,1,0,0,0.5,34,medical,american,Male,$1.00,Strongly agree,Strongly agree,Some experience,Some experience,No,zakoqcit,1278436
2017-08-17 19:21:59,2017-08-17 19:23:34,IP Address,98.218.48.82,100,94,True,2017-08-17 19:23:35,R_1kNbYSgIL1mTfHU,,,,,39.278396606445,-76.556999206543,anonymous,EN,3,3,0,0,0.5,31,researcher,American,Male,$1.00,Somewhat disagree,Strongly agree,Some experience,Some experience,No,2wx1jhyo,8340711
2017-08-17 19:21:56,2017-08-17 19:23:47,IP Address,192.104.67.122,100,110,True,2017-08-17 19:23:47,R_T7z1wj5Xak1zbYB,,,,,37.751007080078,-97.821998596191,anonymous,EN,3,50,1.5,3,1,42,HR Manager,American,Female,$1.00,Strongly disagree,Strongly agree,No experience at all,No experience at all,No,g6xyy41e,2291648
2017-08-17 19:26:49,2017-08-17 19:28:31,IP Address,74.124.172.209,100,101,True,2017-08-17 19:28:33,R_3qequhj6tBAep2F,,,,,36.016204833984,-80.043403625488,anonymous,EN,2,2,0,0,1,34,Attorney,American,Male,$1.00,Somewhat agree,Strongly agree,Lower than average,Lower than average,No,ag4s7gvh,4021522
2017-08-17 19:28:47,2017-08-17 19:30:14,IP Address,71.173.3.81,100,87,True,2017-08-17 19:30:15,R_3kHWX5U8xLXNhoe,,,,,41.280807495117,-75.896202087402,anonymous,EN,5,5,1,1,0.01,22,Medical student,American,Female,$1.00,Strongly disagree,Strongly agree,Higher than average,Extensive experience,No,kpxpghmf,5799185
2017-08-17 19:28:46,2017-08-17 19:30:28,IP Address,71.173.59.235,100,102,True,2017-08-17 19:30:29,R_6F3ySIdjE1vGd8J,,,,,41.280807495117,-75.896202087402,anonymous,EN,1,1,1,1,0.5,33,machinist,american,Male,$1.00,Somewhat agree,Strongly agree,Some experience,Some experience,No,g8uddnpv,2872228
2017-08-17 19:31:07,2017-08-17 19:33:01,IP Address,24.93.181.173,100,113,True,2017-08-17 19:33:01,R_1r30PV2B91bihUT,,,,,41.445205688477,-81.699600219727,anonymous,EN,2,8,5,3,0.2,24,Auditor,USA,Male,$1.00,Somewhat agree,Strongly agree,Higher than average,No experience at all,No,z75oc04k,4844756
2017-08-17 19:31:08,2017-08-17 19:33:12,IP Address,73.192.141.113,100,124,True,2017-08-17 19:33:13,R_1JEYfWdXB1r12Nx,,,,,38.684494018555,-121.22230529785,anonymous,EN,2,2,2,2,0,27,Analyst,American,Male,$1.00,Somewhat disagree,Strongly agree,Some experience,No experience at all,No,jte66tk4,6800029
2017-08-17 19:33:28,2017-08-17 19:35:05,IP Address,72.24.200.114,100,97,True,2017-08-17 19:35:06,R_2cpYiLl4D7bPZdJ,,,,,33.638305664062,-96.724502563477,anonymous,EN,5,10,2,1,0.5,48,teacher,American,Female,$1.00,Strongly agree,Strongly agree,No experience at all,No experience at all,No,g9xr5hsr,1999864
2017-08-17 19:33:28,2017-08-17 19:39:03,IP Address,96.42.214.236,100,335,True,2017-08-17 19:39:04,R_3pc2AZJFOst1rTE,,,,,44.071502685547,-92.527900695801,anonymous,EN,4,5,4,2,0.5,25,Business Owner,"American ",Female,$1.00,Strongly agree,Strongly agree,Lower than average,Some experience,No,n9mst2vq,1085305
2017-08-17 19:37:40,2017-08-17 19:39:27,IP Address,65.24.79.170,100,107,True,2017-08-17 19:39:28,R_1JWx9Fn65lKh3cW,,,,,41.392700195312,-83.319702148438,anonymous,EN,0,5,0,0,0.5,,,,,$1.00,Strongly agree,Strongly agree,No experience at all,No experience at all,No,go0jkvbx,7821350
2017-08-17 19:36:38,2017-08-17 19:39:27,IP Address,24.17.181.162,100,169,True,2017-08-17 19:39:28,R_0cFopZVu48DmhX3,,,,,47.185394287109,-122.29290008545,anonymous,EN,5,3,0,1,0.5,58,Education Assistant,Canadian,Female,$1.00,Strongly disagree,Strongly agree,Some experience,Some experience,No,zep1wdmu,7403418
2017-08-17 19:37:40,2017-08-17 19:39:38,IP Address,73.108.21.153,100,117,True,2017-08-17 19:39:39,R_1PRv8eAQ9S3WVgv,,,,,35.904296875,-83.840698242188,anonymous,EN,2,3,1,1,0.5,36,retail,usa,Male,$1.00,Strongly agree,Strongly agree,Some experience,Some experience,No,dm2bm6ng,6606788
2017-08-17 19:37:12,2017-08-17 19:40:26,IP Address,117.196.29.146,100,194,True,2017-08-17 19:40:27,R_8CzwZHCAHOxTPfb,,,,,23.033294677734,72.61669921875,anonymous,EN,10,10,10,5,1,32,Middleware Engineer,American,Male,$1.00,Strongly disagree,Strongly agree,Lower than average,Some experience,No,sh166xg8,4176702
2017-08-17 19:40:49,2017-08-17 19:42:17,IP Address,47.222.181.140,100,88,True,2017-08-17 19:42:18,R_3Eby8sVqbU7ywWD,,,,,31.642501831055,-94.723197937012,anonymous,EN,95,5,2,1,0.5,,,,Male,$1.00,Strongly agree,Strongly agree,No experience at all,No experience at all,No,xuk79v7q,4485495
2017-08-17 19:44:42,2017-08-17 19:47:00,IP Address,108.7.59.214,100,138,True,2017-08-17 19:47:01,R_1LXUQ7tN6DRbJse,,,,,42.245101928711,-71.18399810791,anonymous,EN,1,1,2,1,0.5,33,Accountant,American,Female,$1.00,Somewhat disagree,Strongly agree,Some experience,Some experience,Yes,xxoyjkon,4022683
2017-08-17 19:44:42,2017-08-17 19:47:50,IP Address,98.114.235.178,100,187,True,2017-08-17 19:47:50,R_1n0hO6Yu4xGCoYw,,,,,40.068405151367,-75.006500244141,anonymous,EN,10,5,1,1,1,40,Railroader,Belgian American,Male,$1.00,Strongly disagree,Strongly agree,No experience at all,No experience at all,No,tpj4jbs0,4628761
2017-08-17 19:47:29,2017-08-17 19:49:16,IP Address,73.104.157.58,100,107,True,2017-08-17 19:49:17,R_2Y4CcGdapTf6dcZ,,,,,30.143798828125,-81.540100097656,anonymous,EN,2,5,2,1,0.5,35,Registered Dietitian,American,Female,$1.00,Strongly agree,Strongly agree,Lower than average,Some experience,No,h5ab43rf,9716195
2017-08-17 19:47:30,2017-08-17 19:49:18,IP Address,75.65.123.73,100,108,True,2017-08-17 19:49:19,R_1DBIwONZUR2hk6b,,,,,32.480194091797,-88.63289642334,anonymous,EN,6,7,4,3,0.5,42,data processing clerk,,Female,$1.00,Strongly agree,Strongly agree,Some experience,No experience at all,Yes,ojky73go,6386272
2017-08-17 19:48:45,2017-08-17 19:51:22,IP Address,202.53.145.84,100,156,True,2017-08-17 19:51:23,R_1eRxDnoEjiXLoZL,,,,,11.5625,104.91598510742,anonymous,EN,3,2,2,1,0.5,44,Graphic Designer,US,Female,$1.00,Strongly agree,Strongly agree,Some experience,Higher than average,No,m82s3sh7,6903396
2017-08-17 19:48:45,2017-08-17 19:51:50,IP Address,202.53.145.84,100,184,True,2017-08-17 19:51:50,R_2y8G0GVcmbuvZ29,,,,,11.5625,104.91598510742,anonymous,EN,2,2,2,2,0.5,49,accountant,US citizen,Male,$1.00,Strongly agree,Strongly agree,Higher than average,Higher than average,No,sh62t34s,3598632
2017-08-17 19:51:52,2017-08-17 19:53:03,IP Address,24.131.61.204,100,70,True,2017-08-17 19:53:03,R_1ffLHEN3ERE5gmV,,,,,33.918792724609,-84.067802429199,anonymous,EN,10,10,3,2,1,75,retired,American,Female,$1.00,Somewhat disagree,Strongly agree,Lower than average,Lower than average,No,k13mp1cm,443698
2017-08-17 19:51:51,2017-08-17 19:53:23,IP Address,198.22.122.4,100,91,True,2017-08-17 19:53:24,R_2qk0Kh3NKc3j4tW,,,,,44.979995727539,-93.263801574707,anonymous,EN,10,10,1,1,0.1,25,Retail,White,Female,$1.00,Strongly agree,Strongly agree,Lower than average,No experience at all,No,zyeinmnw,3155563
2017-08-17 20:00:44,2017-08-17 20:02:45,IP Address,67.5.108.110,100,120,True,2017-08-17 20:02:46,R_3MrqG5a2SmBmL8P,,,,,47.694305419922,-117.45399475098,anonymous,EN,4,5,5,5,0.5,56,Call center,USA,Female,$1.00,Strongly agree,Strongly agree,No experience at all,No experience at all,Yes,1ka1xijo,8155218
2017-08-17 20:00:45,2017-08-17 20:02:57,IP Address,108.223.190.109,100,132,True,2017-08-17 20:02:57,R_20TJ3Lz0757H3kq,,,,,28.510604858398,-81.197601318359,anonymous,EN,3,5,0,0,0.5,42,accounting clerk,american,Female,$1.00,Somewhat agree,Strongly agree,No experience at all,No experience at all,No,trwq0b7c,208185
2017-08-17 20:01:42,2017-08-17 20:04:21,IP Address,76.102.128.12,100,159,True,2017-08-17 20:04:22,R_2ZWFazRLK0h0utk,,,,,38.356597900391,-121.98770141602,anonymous,EN,3,10,2,1,0.5,27,aircraft maintenance,american,Male,$1.10,,,,,,h9sr2fiu,9309216
2017-08-17 20:04:33,2017-08-17 20:06:02,IP Address,23.226.167.36,100,89,True,2017-08-17 20:06:03,R_2QPMrE8RTD6IkwO,,,,,37.401306152344,-83.536201477051,anonymous,EN,0,2,1,2,0.5,38,Teacher,American,Male,$1.00,Strongly agree,Strongly agree,Lower than average,No experience at all,Yes,mkkh75x0,2042685
2017-08-17 20:04:33,2017-08-17 20:06:22,IP Address,70.48.155.192,100,108,True,2017-08-17 20:06:22,R_PSbSFzx8oKtH3eF,,,,,43.753494262695,-79.447196960449,anonymous,EN,10,10,5,0,0.3,,,,Female,$1.00,Neither agree nor disagree,Strongly agree,Lower than average,Some experience,No,g8719r3o,1177140
2017-08-17 20:04:17,2017-08-17 20:06:54,IP Address,76.97.135.33,100,157,True,2017-08-17 20:06:55,R_85KRScjlBjexlMB,,,,,33.663803100586,-84.733100891113,anonymous,EN,2,5,1,1,0.51,34,Artisan Soap Producer,Black American,Female,$1.00,Somewhat agree,Strongly agree,Lower than average,Lower than average,No,j3bftcx4,5944981
2017-08-17 20:04:19,2017-08-17 20:07:05,IP Address,97.82.115.40,100,165,True,2017-08-17 20:07:06,R_11gCUwQ5yeWssvr,,,,,42.444000244141,-122.1741027832,anonymous,EN,2,10,2,1,0.55,24,Data Compliance,American,Female,$1.00,Neither agree nor disagree,Strongly agree,Lower than average,Lower than average,No,3l2f32z6,2047053
2017-08-17 20:04:31,2017-08-17 20:07:21,IP Address,207.30.89.199,100,169,True,2017-08-17 20:07:22,R_1pYW4xv6ti5Nf01,,,,,28.734603881836,-81.411399841309,anonymous,EN,5,5.25,2,2,0.4,24,Accountant,Hispanic,Male,$1.00,Strongly agree,Strongly agree,Higher than average,Higher than average,No,t0owb28t,7256749
2017-08-17 20:07:16,2017-08-17 20:09:17,IP Address,76.97.135.33,100,121,True,2017-08-17 20:09:18,R_elZTymL8TNTHdi9,,,,,33.663803100586,-84.733100891113,anonymous,EN,2,5,1,1,0.5,34,Soap maker,Black American,Female,$1.00,Somewhat agree,Strongly agree,Lower than average,Lower than average,No,j3bftcx4,1910242
2017-08-17 20:08:56,2017-08-17 20:11:23,IP Address,72.72.205.209,100,147,True,2017-08-17 20:11:24,R_3oFMO8ozt6JYlZb,,,,,40.553604125977,-78.424003601074,anonymous,EN,1,2,1,1,0.5,49,salon owner,white non-hispanic,Female,$1.00,Strongly agree,Strongly agree,No experience at all,No experience at all,No,8vsure7m,6896417
2017-08-17 20:10:49,2017-08-17 20:11:41,IP Address,24.131.61.204,100,51,True,2017-08-17 20:11:42,R_2rBzN8CAdwvykxr,,,,,33.918792724609,-84.067802429199,anonymous,EN,5,5,3,3,0.5,45,Office Manager,American,Male,$1.00,Somewhat agree,Strongly agree,Lower than average,Lower than average,No,ubqodrxi,3878143
2017-08-17 20:08:55,2017-08-17 20:12:13,IP Address,68.68.158.94,100,198,True,2017-08-17 20:12:14,R_2znAQuyzNH9Ho39,,,,,39.474502563477,-95.695503234863,anonymous,EN,0,5,2,0,1,55,teacher,American,Female,$1.00,Strongly agree,Strongly agree,Lower than average,Some experience,No,y2b8t87r,9336600
2017-08-17 20:11:25,2017-08-17 20:12:50,IP Address,73.247.136.116,100,85,True,2017-08-17 20:12:50,R_2qq1Vx2Gn7j3FIk,,,,,41.777603149414,-87.860496520996,anonymous,EN,10,10,8,5,0.5,28,Musician,American,Male,$1.00,Strongly agree,Strongly agree,No experience at all,No experience at all,No,e9izshf0,2672627
2017-08-17 20:11:25,2017-08-17 20:12:56,IP Address,68.5.43.10,100,90,True,2017-08-17 20:12:56,R_6PxZ57JjXjiGvh7,,,,,33.567993164062,-117.63279724121,anonymous,EN,2,3,0,0,0.51,27,Consultant,American,Female,$1.00,Strongly agree,Strongly agree,Some experience,Higher than average,No,tbsqzb2v,9694996
2017-08-17 20:10:51,2017-08-17 20:14:35,IP Address,183.83.208.124,100,224,True,2017-08-17 20:14:36,R_3ltX4KoIbRjUjvH,,,,,17.375305175781,78.474395751953,anonymous,EN,0.1,0.1,1,0.5,0.5,57,employed,Indian,Male,$1.00,Somewhat agree,Strongly agree,Lower than average,Some experience,No,acqr4fnv,3587403
2017-08-17 20:15:37,2017-08-17 20:16:38,IP Address,71.220.171.189,100,60,True,2017-08-17 20:16:39,R_1Zdbvm95yHcEdkB,,,,,30.579498291016,-84.205497741699,anonymous,EN,0,0,0,0,0.5,40,academic,US,Male,$1.00,Strongly agree,Strongly agree,Higher than average,Extensive experience,Yes,foun8c1z,6334458
2017-08-17 20:15:37,2017-08-17 20:17:39,IP Address,75.85.3.254,100,122,True,2017-08-17 20:17:40,R_eKUpSPy6ER3LZlL,,,,,21.346893310547,-158.01829528809,anonymous,EN,100,0,0,0,0.5,60,Retired,US,Female,$1.00,Strongly agree,Strongly agree,Some experience,Some experience,No,3tibmq1w,8392620
2017-08-17 20:16:36,2017-08-17 20:18:24,IP Address,50.34.157.197,100,108,True,2017-08-17 20:18:25,R_pDUDOyG7ZRqT2Kt,,,,,48.185302734375,-121.67779541016,anonymous,EN,1,7,0,0,0.5,54,Mail Carrier,USA,Male,$1.00,Strongly agree,Strongly agree,Higher than average,No experience at all,No,ag7o0rbe,3718066
2017-08-17 20:18:49,2017-08-17 20:19:56,IP Address,108.243.23.61,100,66,True,2017-08-17 20:19:57,R_1QoVAXxqJZERfmd,,,,,42.931396484375,-85.649696350098,anonymous,EN,2,2,1,1,0.25,26,Executive Director,USA,Female,$1.00,Strongly agree,Strongly agree,Some experience,Extensive experience,No,tjy8oejz,4224369
2017-08-17 20:16:37,2017-08-17 20:20:07,IP Address,50.32.151.45,100,210,True,2017-08-17 20:20:07,R_1rwsoR7A7rI6aX6,,,,,41.414505004883,-76.316902160645,anonymous,EN,2,5,1,1,0.5,22,Student,American,Male,$1.00,Strongly agree,Strongly agree,Some experience,Higher than average,No,wccgsdyf,3612870
2017-08-17 20:18:49,2017-08-17 20:20:32,IP Address,72.224.95.80,100,103,True,2017-08-17 20:20:33,R_88HSbL0En5Bi1Lb,,,,,43.714996337891,-70.345199584961,anonymous,EN,5,15,1,1,0.5,36,Sales,White American,Female,$1.00,Strongly agree,Strongly agree,No experience at all,No experience at all,No,r6htmixr,2433499
2017-08-17 20:27:19,2017-08-17 20:28:54,IP Address,98.222.206.173,100,95,True,2017-08-17 20:28:55,R_rj6HyZuRPV2JZ29,,,,,40.422393798828,-86.803100585938,anonymous,EN,5,7,2,1,0.6,35,Music Teacher,American,Female,$1.00,Somewhat agree,Strongly agree,No experience at all,No experience at all,No,c0uu2wr0,2232858
2017-08-17 20:27:20,2017-08-17 20:30:42,IP Address,117.248.141.114,100,202,True,2017-08-17 20:30:43,R_5irsYVgz42KF0Ln,,,,,20.233306884766,85.833312988281,anonymous,EN,50,25,25,20,0.5,35,Engineer,Indian,Male,$1.00,Somewhat agree,Strongly agree,Some experience,Some experience,No,wvp9rjg8,8209084
2017-08-17 20:31:59,2017-08-17 20:34:40,IP Address,73.195.226.41,100,161,True,2017-08-17 20:34:40,R_2zdx3vU4sqJoWuW,,,,,39.639694213867,-74.97380065918,anonymous,EN,1,1,0,1,0.5,27,Market Analyst,American,Female,$1.00,Strongly agree,Strongly agree,Lower than average,Lower than average,No,r7wnkbxu,8913628
2017-08-17 20:33:05,2017-08-17 20:34:41,IP Address,72.180.251.198,100,96,True,2017-08-17 20:34:42,R_2A0yNdcaJCiCLrd,,,,,25.950897216797,-97.325401306152,anonymous,EN,5,5,10,5,0.5,24,Research Assistant,American,Female,$1.00,Somewhat agree,Strongly agree,Some experience,Higher than average,No,7wgmuk1j,6393460
2017-08-17 20:33:05,2017-08-17 20:35:20,IP Address,73.210.211.99,100,135,True,2017-08-17 20:35:20,R_31ttnI8A7yMMgN0,,,,,41.427093505859,-87.598098754883,anonymous,EN,2,10,3,1,0.5,32,homemaker,usa,Female,$1.00,Strongly agree,Strongly agree,Lower than average,Lower than average,Yes,x8kar921,586923
2017-08-17 20:34:49,2017-08-17 20:35:42,Spam,72.180.251.198,100,53,True,2017-08-17 20:35:42,R_2ayPU1CJx38fKRM,,,,,25.950897216797,-97.325401306152,anonymous,EN,5,5,10,5,0.5,24,Research Assistant,American,Female,$1.00,Somewhat agree,Strongly agree,Some experience,Higher than average,No,7wgmuk1j,3392037
2017-08-17 20:34:41,2017-08-17 20:35:54,IP Address,24.151.43.22,100,73,True,2017-08-17 20:35:54,R_3kdCaWYKbBNS3GI,,,,,41.259902954102,-73.20760345459,anonymous,EN,5,5,1,0.5,1,19,Student,US,Male,$1.00,Neither agree nor disagree,Strongly agree,Some experience,Higher than average,No,wrov4cd4,2786887
2017-08-17 20:32:00,2017-08-17 20:36:44,IP Address,223.227.16.207,100,284,True,2017-08-17 20:36:44,R_1js4oT9eKvTpZ9D,,,,,12.983306884766,77.583312988281,anonymous,EN,2,1,1,1,0.41,24,software developer,indian,Male,$1.00,Somewhat agree,Strongly agree,Some experience,Lower than average,No,c70cbzo2,4796397
2017-08-17 20:44:27,2017-08-17 20:45:30,IP Address,122.174.104.23,100,63,True,2017-08-17 20:45:31,R_SHtEWKTgv9UFLA5,,,,,13.083297729492,80.283294677734,anonymous,EN,50,25,10,5,0.68,33,BANK MANAGER,INDIAN,Male,$0.90,,,,,,92kip9og,2809284
2017-08-17 21:06:35,2017-08-17 21:07:43,IP Address,67.184.67.56,100,67,True,2017-08-17 21:07:43,R_1mxdIxpbcT6x7JY,,,,,41.804397583008,-88.34700012207,anonymous,EN,50,0,0,0,0.5,38,manager,USA,Male,$1.00,Somewhat disagree,Strongly agree,Lower than average,Some experience,No,0dveanaq,6948178
2017-08-17 21:19:12,2017-08-17 21:20:22,IP Address,24.186.59.216,100,69,True,2017-08-17 21:20:23,R_3UFOL6KnkmYYYnL,,,,,40.104598999023,-74.345901489258,anonymous,EN,10,10,2,1,0.5,31,Government,American,Male,$1.00,Strongly agree,Strongly agree,Some experience,Some experience,No,dommfmo0,9664957
2017-08-17 21:19:13,2017-08-17 21:20:38,IP Address,174.28.127.11,100,84,True,2017-08-17 21:20:38,R_Wlhbt2cHWzZ81pf,,,,,35.149993896484,-106.57279968262,anonymous,EN,0.1,0.1,0.1,0,1,34,Manager,USA,Male,$1.00,Somewhat agree,Strongly agree,Some experience,Higher than average,No,y7qk0o2b,9226369
2017-08-17 21:20:37,2017-08-17 21:21:25,IP Address,24.186.59.216,100,47,True,2017-08-17 21:21:26,R_C1fcqDmXufPDQTn,,,,,40.104598999023,-74.345901489258,anonymous,EN,10,10,2,1,0.5,31,Governemnt,American,Male,$1.00,Somewhat agree,Strongly agree,Some experience,Some experience,No,dommfmo0,908132
2017-08-18 07:19:08,2017-08-18 07:20:10,IP Address,24.20.181.160,100,62,True,2017-08-18 07:20:11,R_30p0OJ6zq7tynyy,,,,,45.58479309082,-122.9116973877,anonymous,EN,5,5,2.5,0,0.5,34,Risk Analyst,American,Female,$1.00,Strongly agree,Strongly agree,Some experience,Some experience,No,i59tjyi3,3221302
2017-08-18 07:19:46,2017-08-18 07:20:56,IP Address,69.120.129.168,100,69,True,2017-08-18 07:20:56,R_Ddyyk7vH2yNN8AN,,,,,40.745803833008,-74.032096862793,anonymous,EN,2,2,1,0,0.5,31,fashion wholesale,usa,Female,$1.00,Somewhat disagree,Strongly agree,Some experience,Higher than average,Yes,2u9zc7fr,7049925
2017-08-18 07:20:18,2017-08-18 07:21:36,IP Address,75.65.101.54,100,78,True,2017-08-18 07:21:37,R_2EGj2xS8eFKdRZU,,,,,35.098495483398,-89.986000061035,anonymous,EN,3,2,2,1,0.5,38,freelance artist,american,Female,$1.00,Strongly agree,Strongly agree,Lower than average,Lower than average,No,mk1gwwo5,4921661
2017-08-18 07:19:46,2017-08-18 07:21:37,IP Address,217.111.55.122,100,110,True,2017-08-18 07:21:38,R_bPCruoKEsRwFksx,,,,,52.516693115234,13.399993896484,anonymous,EN,5,5,2,3,0.5,29,QA Analyst,American,Male,$1.00,Somewhat agree,Strongly agree,Higher than average,Extensive experience,Yes,rn8ypyh3,6289622
2017-08-18 07:20:13,2017-08-18 07:22:02,IP Address,178.236.57.104,100,109,True,2017-08-18 07:22:03,R_sSapDRcMUYA53I5,,,,,41.725006103516,44.790802001953,anonymous,EN,1,5,0.5,1,0.49,26,Accountant,USA,Male,$1.00,Strongly agree,Strongly agree,Extensive experience,Higher than average,Yes,rf1tb7zn,8701563
2017-08-18 07:20:29,2017-08-18 07:22:08,IP Address,71.57.160.158,100,99,True,2017-08-18 07:22:08,R_1Q4JgHjMnUtMdIp,,,,,26.2333984375,-80.119300842285,anonymous,EN,0.5,0,0,0,0.5,67,retired,caucasian,Female,$1.00,Somewhat agree,Strongly agree,No experience at all,No experience at all,No,pyf6vnxw,5791555
2017-08-18 07:19:08,2017-08-18 07:22:08,IP Address,92.53.53.93,100,179,True,2017-08-18 07:22:09,R_3KOCelX1TRugtUy,,,,,41.031402587891,21.334701538086,anonymous,EN,5,10,5,2,0.5,38,Engineer,Macedonian,Male,$1.00,Strongly agree,Strongly agree,Higher than average,Lower than average,Yes,imeohqud,116
2017-08-18 07:20:12,2017-08-18 07:22:17,IP Address,111.92.24.200,100,124,True,2017-08-18 07:22:18,R_3EvgjNMtYwRroT8,,,,,8.5068969726562,76.956909179688,anonymous,EN,40,25,20,15,0.71,28,business,indian,Male,$1.00,Strongly agree,Strongly agree,Some experience,Some experience,No,9sp5m140,7926131
2017-08-18 07:20:26,2017-08-18 07:23:03,IP Address,73.100.32.214,100,157,True,2017-08-18 07:23:04,R_1dyFQvoP7EqH1s4,,,,,43.187103271484,-70.910003662109,anonymous,EN,1.5,1.5,0,0,0.5,46,software test engineer,American,Male,$1.00,Strongly agree,Strongly agree,Higher than average,Higher than average,No,zz8xdzik,468736
2017-08-18 07:23:48,2017-08-18 07:24:49,IP Address,24.99.161.166,100,60,True,2017-08-18 07:24:49,R_3GBcLViMmn5Ygfb,,,,,33.770797729492,-84.292999267578,anonymous,EN,0.05,0.02,0,0,0.62,27,software trainer,White,Male,$1.00,Somewhat agree,Somewhat agree,Higher than average,Higher than average,,oax0rve2,8521932
2017-08-18 07:23:49,2017-08-18 07:24:59,IP Address,59.97.112.91,100,69,True,2017-08-18 07:24:59,R_3egZxUtyH5jq0c8,,,,,9.9333038330078,78.11669921875,anonymous,EN,5,2,3,50,0.56,38,KERALA,INDIAN,Female,$1.00,Strongly agree,Somewhat agree,Extensive experience,Higher than average,,wrkeingn,1630613
2017-08-18 07:22:18,2017-08-18 07:25:31,IP Address,99.50.36.170,100,193,True,2017-08-18 07:25:32,R_1gUydPHNGoNKitf,,,,,29.98779296875,-95.654998779297,anonymous,EN,0.01,0.05,0.01,0.01,0.5,58,retired,usa,Male,$1.00,Strongly agree,Strongly agree,No experience at all,Lower than average,No,o6zwrk2g,4306354
2017-08-18 07:23:47,2017-08-18 07:25:38,IP Address,136.60.175.216,100,110,True,2017-08-18 07:25:38,R_3lLKZwBhVtydi06,,,,,40.759796142578,-111.86260223389,anonymous,EN,5,15,15,10,0.48,25,Student,American,Female,$1.00,Strongly agree,Strongly agree,Lower than average,Some experience,No,35pzov91,6024839
2017-08-18 07:23:47,2017-08-18 07:25:59,IP Address,106.51.152.46,100,131,True,2017-08-18 07:26:00,R_tDRdH2CSbHge35v,,,,,13.083297729492,80.283294677734,anonymous,EN,20,2,2,3,0.5,27,Engineer,Indian,Male,$1.00,Somewhat agree,Strongly agree,Some experience,Lower than average,No,24zg9tp2,4645451
2017-08-18 07:25:46,2017-08-18 07:27:21,IP Address,24.255.47.149,100,94,True,2017-08-18 07:27:21,R_1DCExu4Ma3RYxmO,,,,,33.389892578125,-111.63670349121,anonymous,EN,0,0,0,0,0.5,28,Cook,USA,Male,$1.00,Strongly agree,Strongly agree,Some experience,No experience at all,No,3nru29nz,8201882
2017-08-18 07:26:37,2017-08-18 07:28:01,IP Address,50.252.189.62,100,84,True,2017-08-18 07:28:02,R_1258Eq8zaQ6suHa,,,,,39.022399902344,-94.315696716309,anonymous,EN,5,3,2,1,0.5,28,Regional manager - food services,American,Male,$1.00,Strongly agree,Strongly agree,No experience at all,No experience at all,No,vt27m7os,5672494
2017-08-18 07:27:29,2017-08-18 07:28:37,IP Address,103.66.79.120,100,68,True,2017-08-18 07:28:37,R_1fkmYPxh2VjaUe9,,,,,10.992492675781,76.961395263672,anonymous,EN,59,34,23,56,0.33,25,employed,india,Male,$1.50,,,,,,yguquvye,4171183
2017-08-18 07:26:41,2017-08-18 07:29:35,IP Address,117.229.68.24,100,173,True,2017-08-18 07:29:36,R_vH4NwC3oIkUacPn,,,,,17.683303833008,73.983306884766,anonymous,EN,10,10,10,5,0.72,28,Teacher,Indian,Male,$1.00,Strongly agree,Strongly agree,Some experience,Some experience,No,88daicl5,1115698
